Student_ID,Name,Gender,Age,Department,Study_Hours,Attendance,Math_Score,Reading_Score,Writing_Score
S0372,Arjun,Male,21,ECE,3.9,85.0,62.0,47.0,89.0
S0373,Sneha,Female,23,ECE,3.6,95.0,60.0,88.0,81.0
S0374,Tanya,Female,18,ME,3.2,86.0,48.0,88.0,64.0
S0375,Ananya,Male,18,IT,1.4,66.0,64.0,66.0,49.0
S0376,Kunal,Female,19,ME,4.1,82.0,65.0,69.0,77.0
S0377,Puja,Male,21,Civil,5.6,67.0,44.0,69.0,55.0
S0378,Diya,Male,22,Civil,5.7,56.0,79.0,95.0,76.0
S0379,Arjun,Female,22,ME,3.0,79.0,96.0,52.0,46.0
S0380,Moumita,Female,23,Civil,1.1,71.0,68.0,49.0,87.0
S0381,Diya,Female,23,Civil,1.2,90.0,50.0,68.0,88.0
S0382,Nisha,Female,20,CSE,3.1,93.0,89.0,73.0,94.0
S0383,Sayan,Female,18,ECE,3.4,61.0,76.0,69.0,40.0
S0384,Puja,Female,19,Civil,7.4,75.0,53.0,64.0,45.0
S0385,Vikram,Male,20,ME,1.3,83.0,66.0,94.0,43.0
S0386,Pallavi,Male,21,IT,1.3,93.0,82.0,78.0,69.0
S0387,Vikram,Male,21,ECE,7.7,63.0,64.0,86.0,49.0
S0388,Moumita,Male,18,ME,6.5,56.0,68.0,77.0,94.0
S0389,Abhishek,Female,20,IT,6.2,91.0,83.0,95.0,46.0
S0390,Diya,Female,23,IT,1.9,65.0,81.0,63.0,39.0
S0391,Sourav,Female,19,IT,1.6,91.0,68.0,69.0,90.0
S0392,Ananya,Female,19,IT,2.5,60.0,91.0,70.0,47.0
S0393,Rohan,Female,22,ECE,5.2,76.0,64.0,74.0,94.0
S0394,Priya,Female,19,CSE,7.4,71.0,72.0,49.0,41.0
S0395,Riya,Female,24,ECE,3.0,87.0,68.0,65.0,50.0
S0396,Ananya,Male,20,CSE,2.3,99.0,79.0,73.0,90.0
S0397,Sourav,Female,20,ME,3.2,89.0,70.0,76.0,43.0
S0398,Ananya,Male,18,Civil,1.7,63.0,52.0,50.0,40.0
S0399,Nisha,Male,18,ME,3.6,72.0,71.0,97.0,96.0
S0400,Puja,Male,19,ECE,4.5,82.0,50.0,95.0,72.0
S0401,Vikram,Female,24,ECE,1.3,72.0,62.0,96.0,90.0
S0402,Riya,Male,18,ME,1.8,90.0,46.0,58.0,87.0
S0403,Moumita,Male,19,ME,3.8,56.0,42.0,47.0,95.0
S0404,Sneha,Male,19,CSE,5.9,79.0,97.0,69.0,45.0
S0405,Rahul,Male,23,IT,7.9,91.0,80.0,91.0,91.0
S0406,Riya,Male,22,ECE,3.3,56.0,71.0,85.0,85.0
S0407,Ananya,Male,20,ME,3.5,81.0,44.0,50.0,95.0
S0408,Tanya,Female,23,ECE,2.8,60.0,52.0,84.0,79.0
S0409,Diya,Male,18,IT,6.0,100.0,64.0,84.0,95.0
S0410,Sneha,Male,19,ECE,6.5,76.0,89.0,83.0,70.0
S0411,Diya,Male,23,ECE,4.3,79.0,90.0,89.0,90.0
S0412,Arjun,Male,24,Civil,2.0,76.0,46.0,44.0,41.0
S0413,Sneha,Female,23,Civil,2.3,73.0,59.0,52.0,45.0
S0414,Sayan,Male,18,ECE,3.2,85.0,86.0,72.0,47.0
S0415,Priya,Male,24,Civil,7.7,70.0,97.0,87.0,88.0
S0416,Aditya,Female,23,Civil,6.3,92.0,98.0,97.0,63.0
S0417,Priya,Female,19,CSE,5.2,76.0,63.0,51.0,45.0
S0418,Sourav,Male,24,CSE,6.5,81.0,72.0,73.0,82.0
S0419,Rahul,Female,20,CSE,1.7,75.0,97.0,68.0,67.0
S0420,Sneha,Male,24,ME,7.0,62.0,44.0,96.0,49.0
S0421,Neha,Male,24,CSE,7.2,80.0,75.0,58.0,56.0
S0422,Ishita,Female,22,IT,5.4,94.0,61.0,73.0,41.0
S0423,Abhishek,Male,20,CSE,5.3,69.0,87.0,79.0,93.0
S0424,Moumita,Male,23,Civil,3.2,94.0,44.0,96.0,78.0
S0425,Priya,Male,21,CSE,1.5,71.0,70.0,76.0,54.0
S0426,Amit,Male,18,IT,6.9,73.0,86.0,87.0,75.0
S0427,Rohan,Male,20,ECE,3.4,57.0,44.0,78.0,44.0
S0428,Amit,Female,20,ECE,1.4,70.0,81.0,60.0,63.0
S0429,Abhishek,Female,19,CSE,7.4,74.0,42.0,90.0,67.0
S0430,Deb,Female,18,IT,1.9,92.0,70.0,95.0,67.0
S0431,Aarav,Female,19,ECE,3.7,79.0,49.0,85.0,86.0
S0432,Vikram,Male,18,CSE,8.0,56.0,75.0,96.0,66.0
S0433,Aditya,Male,18,ME,7.6,99.0,90.0,42.0,83.0
S0434,Sourav,Male,20,ECE,4.5,61.0,40.0,48.0,66.0
S0435,Rahul,Female,18,ME,2.2,74.0,87.0,62.0,91.0
S0436,Amit,Female,22,CSE,2.9,64.0,76.0,87.0,53.0
S0437,Sourav,Male,24,ECE,1.6,91.0,41.0,42.0,82.0
S0438,Sourav,Male,21,IT,6.1,57.0,80.0,77.0,45.0
S0439,Abhishek,Female,22,IT,5.4,80.0,42.0,66.0,92.0
S0440,Deb,Male,19,ECE,6.8,93.0,86.0,92.0,62.0
S0441,Sourav,Female,23,ME,5.7,99.0,71.0,78.0,75.0
S0442,Ishita,Male,21,Civil,2.9,73.0,55.0,50.0,45.0
S0443,Pallavi,Male,21,ME,7.8,63.0,84.0,95.0,58.0
S0444,Puja,Female,24,IT,7.9,57.0,78.0,45.0,40.0
S0445,Diya,Male,18,ECE,3.0,72.0,76.0,56.0,59.0
S0446,Rahul,Female,20,CSE,4.4,83.0,52.0,79.0,55.0
S0447,Sayan,Male,20,CSE,3.1,68.0,72.0,48.0,59.0
S0448,Amit,Female,20,CSE,1.2,72.0,86.0,44.0,68.0
S0449,Aditya,Male,19,ECE,7.2,90.0,81.0,43.0,71.0
S0450,Pallavi,Female,24,ME,5.4,94.0,94.0,45.0,53.0
S0451,Deb,Male,20,IT,3.0,64.0,82.0,68.0,70.0
S0452,Aditya,Female,19,CSE,2.5,78.0,46.0,69.0,88.0
S0453,Sourav,Male,21,ME,3.6,76.0,40.0,63.0,83.0
S0454,Rahul,Female,20,CSE,6.2,58.0,54.0,57.0,79.0
S0455,Sourav,Female,22,Civil,5.6,77.0,52.0,75.0,63.0
S0456,Moumita,Male,19,ME,7.6,88.0,61.0,94.0,72.0
S0457,Pallavi,Male,20,ECE,6.7,76.0,90.0,95.0,61.0
S0458,Deb,Male,24,ECE,6.4,71.0,77.0,68.0,93.0
S0459,Vikram,Male,19,ECE,4.4,64.0,86.0,86.0,76.0
S0460,Deb,Male,19,CSE,4.4,75.0,80.0,73.0,42.0
S0461,Ananya,Female,19,IT,5.4,89.0,72.0,59.0,69.0
S0462,Abhishek,Female,20,ECE,6.6,98.0,87.0,50.0,87.0
S0463,Abhishek,Female,19,Civil,3.3,87.0,79.0,54.0,83.0
S0464,Sneha,Male,21,Civil,6.3,61.0,43.0,81.0,59.0
S0465,Priya,Male,21,Civil,7.8,55.0,85.0,50.0,67.0
S0466,Puja,Female,24,ECE,1.6,81.0,50.0,47.0,55.0
S0467,Sayan,Female,18,ECE,3.0,68.0,84.0,93.0,82.0
S0468,Neha,Female,23,Civil,3.7,71.0,89.0,83.0,64.0
S0469,Rahul,Male,20,IT,7.2,90.0,77.0,62.0,92.0
S0470,Abhishek,Female,20,ECE,1.9,95.0,86.0,77.0,62.0
S0471,Priya,Female,23,ECE,3.3,91.0,64.0,88.0,62.0
S0472,Moumita,Female,24,CSE,7.5,59.0,53.0,65.0,53.0
S0473,Pallavi,Female,22,ECE,3.7,89.0,65.0,56.0,63.0
S0474,Pallavi,Female,23,Civil,7.0,58.0,67.0,61.0,45.0
S0475,Kunal,Male,23,IT,5.0,74.0,72.0,64.0,47.0
S0476,Deb,Male,23,Civil,4.9,60.0,48.0,43.0,65.0
S0477,Neha,Female,18,Civil,4.3,61.0,41.0,42.0,58.0
S0478,Vikram,Male,24,IT,5.0,57.0,69.0,62.0,87.0
S0479,Priya,Female,23,ECE,5.2,56.0,81.0,78.0,49.0
S0480,Moumita,Male,18,Civil,1.1,58.0,60.0,73.0,86.0
S0481,Moumita,Female,20,Civil,3.7,86.0,97.0,47.0,75.0
S0482,Deb,Female,21,ME,6.7,87.0,89.0,56.0,44.0
S0483,Abhishek,Female,20,ECE,6.1,99.0,46.0,59.0,58.0
S0484,Riya,Male,19,IT,3.1,60.0,80.0,53.0,43.0
S0485,Priya,Female,23,IT,1.1,75.0,68.0,63.0,72.0
S0486,Amit,Male,24,CSE,3.0,98.0,42.0,59.0,64.0
S0487,Diya,Female,22,CSE,1.5,62.0,48.0,62.0,44.0
S0488,Neha,Female,21,Civil,5.4,95.0,83.0,97.0,74.0
S0489,Neha,Female,22,ME,6.3,58.0,51.0,93.0,63.0
S0490,Puja,Male,22,ME,7.9,71.0,45.0,82.0,65.0
S0491,Abhishek,Female,22,ME,5.1,100.0,41.0,56.0,40.0
S0492,Kunal,Female,22,Civil,5.3,93.0,71.0,79.0,59.0
S0493,Rohan,Male,18,IT,3.0,75.0,78.0,77.0,89.0
S0494,Deb,Female,22,IT,7.5,99.0,65.0,47.0,74.0
S0495,Ishita,Female,19,IT,4.7,67.0,49.0,71.0,71.0
S0496,Aditya,Male,22,CSE,6.9,94.0,65.0,57.0,55.0
S0497,Kunal,Female,23,Civil,4.8,56.0,57.0,45.0,83.0
S0498,Sourav,Male,24,IT,7.3,87.0,66.0,89.0,43.0
S0499,Neha,Male,20,CSE,3.5,84.0,57.0,57.0,89.0
S0500,Abhishek,Male,19,ECE,6.8,86.0,43.0,68.0,77.0
S0501,Abhishek,Female,20,CSE,5.3,70.0,87.0,95.0,49.0
S0502,Puja,Male,22,ECE,4.3,71.0,90.0,56.0,92.0
S0503,Neha,Male,22,Civil,5.8,80.0,92.0,82.0,78.0
S0504,Abhishek,Female,21,CSE,2.6,79.0,56.0,50.0,84.0
S0505,Puja,Male,20,ME,7.0,75.0,57.0,43.0,72.0
S0506,Rohan,Female,18,ME,2.6,66.0,76.0,94.0,47.0
S0507,Riya,Male,18,ECE,7.3,86.0,93.0,44.0,86.0
S0508,Nisha,Male,24,IT,4.4,71.0,93.0,83.0,69.0
S0509,Priya,Female,23,ME,4.8,62.0,57.0,79.0,78.0
S0510,Vikram,Female,18,Civil,7.4,68.0,56.0,85.0,49.0
S0511,Arjun,Male,20,CSE,7.1,74.0,44.0,75.0,66.0
S0512,Neha,Male,20,Civil,2.2,73.0,66.0,55.0,43.0
S0513,Sneha,Male,24,ECE,4.2,85.0,77.0,53.0,65.0
S0514,Sneha,Female,18,CSE,1.6,85.0,84.0,84.0,90.0
S0515,Sayan,Female,21,IT,1.7,99.0,51.0,81.0,48.0
S0516,Ishita,Female,22,CSE,4.7,84.0,54.0,95.0,62.0
S0517,Sneha,Male,22,IT,6.9,76.0,91.0,62.0,54.0
S0518,Abhishek,Female,18,Civil,1.2,97.0,97.0,51.0,85.0
S0519,Sneha,Male,19,ECE,7.5,72.0,60.0,68.0,58.0
S0520,Aarav,Female,20,ECE,6.2,74.0,49.0,62.0,53.0
S0521,Priya,Male,18,CSE,7.8,99.0,59.0,83.0,44.0
S0522,Rahul,Female,19,ECE,5.8,73.0,57.0,62.0,88.0
S0523,Deb,Female,19,ECE,7.7,88.0,49.0,55.0,78.0
S0524,Pallavi,Male,22,ECE,4.4,74.0,90.0,74.0,61.0
S0525,Ananya,Male,19,ECE,4.5,63.0,50.0,97.0,70.0
S0526,Moumita,Male,21,ECE,1.1,82.0,88.0,83.0,58.0
S0527,Sneha,Male,22,CSE,6.3,76.0,76.0,42.0,86.0
S0528,Diya,Female,20,IT,4.1,57.0,89.0,76.0,57.0
S0529,Ishita,Female,19,ECE,4.8,70.0,78.0,79.0,88.0
S0530,Aarav,Female,18,ME,3.2,74.0,44.0,87.0,51.0
S0531,Sneha,Male,21,ME,3.6,70.0,64.0,58.0,63.0
S0532,Ananya,Female,22,Civil,5.0,81.0,96.0,92.0,43.0
S0533,Puja,Female,18,IT,7.3,94.0,58.0,66.0,41.0
S0534,Tanya,Female,20,ECE,3.9,60.0,85.0,73.0,50.0
S0535,Ishita,Male,18,ME,6.3,83.0,97.0,62.0,74.0
S0536,Priya,Male,24,IT,1.4,82.0,41.0,52.0,43.0
S0537,Riya,Male,18,CSE,1.8,71.0,62.0,58.0,77.0
S0538,Moumita,Female,23,Civil,6.3,98.0,71.0,48.0,72.0
S0539,Rohan,Female,20,ME,7.8,69.0,40.0,93.0,73.0
S0540,Deb,Female,19,ECE,5.2,87.0,58.0,58.0,54.0
S0541,Deb,Female,23,ECE,4.4,76.0,40.0,42.0,90.0
S0542,Deb,Male,24,CSE,7.9,68.0,76.0,89.0,91.0
S0543,Priya,Female,18,ECE,6.8,64.0,80.0,64.0,92.0
S0544,Ananya,Male,23,ME,7.9,70.0,81.0,51.0,96.0
S0545,Deb,Male,19,ME,4.9,84.0,80.0,67.0,85.0
S0546,Moumita,Male,21,ME,6.1,59.0,55.0,61.0,48.0
S0547,Aarav,Female,24,ME,7.5,91.0,56.0,49.0,80.0
S0548,Deb,Female,20,ME,1.9,77.0,57.0,72.0,63.0
S0549,Neha,Female,23,ME,4.1,69.0,57.0,58.0,70.0
S0550,Diya,Male,18,ECE,6.2,91.0,90.0,56.0,60.0
S0551,Neha,Male,23,Civil,5.5,81.0,54.0,93.0,61.0
S0552,Moumita,Female,21,IT,3.0,67.0,52.0,53.0,75.0
S0553,Moumita,Male,23,CSE,2.7,71.0,77.0,61.0,92.0
S0554,Priya,Female,19,IT,7.5,96.0,82.0,52.0,38.0
S0555,Puja,Male,18,CSE,5.6,68.0,64.0,52.0,69.0
S0556,Aarav,Male,24,CSE,5.9,74.0,64.0,90.0,88.0
S0557,Rohan,Female,21,Civil,3.2,75.0,62.0,92.0,91.0
S0558,Arjun,Female,24,ECE,3.4,92.0,51.0,69.0,57.0
S0559,Ananya,Female,19,CSE,5.6,75.0,90.0,61.0,68.0
S0560,Puja,Male,24,ECE,5.5,98.0,87.0,61.0,63.0
S0561,Rahul,Male,18,CSE,2.1,63.0,89.0,80.0,87.0
S0562,Abhishek,Female,24,Civil,7.7,88.0,76.0,97.0,60.0
S0563,Rohan,Male,22,Civil,1.9,70.0,49.0,62.0,88.0
S0564,Amit,Female,24,Civil,5.4,98.0,93.0,94.0,87.0
S0565,Aditya,Female,22,CSE,3.1,97.0,63.0,51.0,59.0
S0566,Abhishek,Male,19,IT,6.5,82.0,54.0,46.0,73.0
S0567,Vikram,Female,24,ME,6.5,96.0,83.0,82.0,72.0
S0568,Sayan,Male,20,Civil,1.5,88.0,92.0,75.0,82.0
S0569,Rohan,Male,22,CSE,7.8,80.0,54.0,85.0,69.0
S0570,Neha,Female,18,CSE,4.2,94.0,85.0,84.0,90.0
S0571,Moumita,Male,20,ME,6.7,93.0,54.0,54.0,61.0
S0572,Sayan,Female,20,ME,2.3,84.0,53.0,96.0,50.0
S0573,Kunal,Female,20,Civil,2.0,82.0,43.0,50.0,77.0
S0574,Riya,Male,20,Civil,2.4,76.0,47.0,96.0,58.0
S0575,Arjun,Female,22,ECE,4.6,72.0,83.0,66.0,57.0
S0576,Sneha,Female,19,Civil,7.3,89.0,97.0,97.0,81.0
S0577,Puja,Male,24,ECE,4.9,82.0,67.0,52.0,91.0
S0578,Sourav,Male,24,ECE,2.0,65.0,86.0,44.0,40.0
S0579,Neha,Male,22,Civil,4.4,60.0,60.0,61.0,68.0
S0580,Abhishek,Female,18,IT,2.2,55.0,93.0,90.0,50.0
S0581,Kunal,Female,22,IT,5.1,85.0,55.0,79.0,82.0
S0582,Rahul,Female,18,CSE,6.5,57.0,82.0,49.0,80.0
S0583,Kunal,Male,24,IT,7.2,73.0,83.0,97.0,90.0
S0584,Tanya,Male,20,CSE,3.2,98.0,66.0,46.0,71.0
S0585,Kunal,Male,20,ECE,2.8,81.0,85.0,76.0,64.0
S0586,Riya,Male,19,ME,3.1,89.0,56.0,63.0,51.0
S0587,Diya,Male,18,IT,5.0,60.0,52.0,60.0,42.0
S0588,Puja,Male,19,CSE,2.5,64.0,58.0,80.0,92.0
S0589,Riya,Male,21,Civil,3.7,56.0,52.0,45.0,73.0
S0590,Neha,Female,21,ME,6.7,69.0,52.0,71.0,61.0
S0591,Ishita,Female,22,Civil,4.3,64.0,74.0,62.0,79.0
S0592,Sourav,Male,20,CSE,2.4,72.0,72.0,55.0,90.0
S0593,Moumita,Male,23,ME,4.6,67.0,58.0,93.0,46.0
S0594,Moumita,Male,20,IT,4.0,66.0,68.0,74.0,81.0
S0595,Sneha,Female,20,IT,1.3,69.0,68.0,55.0,68.0
S0596,Sayan,Male,23,CSE,2.0,57.0,94.0,80.0,96.0
S0597,Moumita,Female,18,ME,3.0,60.0,52.0,79.0,69.0
S0598,Moumita,Male,20,CSE,7.8,75.0,96.0,42.0,45.0
S0599,Puja,Male,20,CSE,6.1,81.0,61.0,87.0,80.0
S0600,Amit,Male,24,CSE,2.8,91.0,59.0,52.0,59.0
S0601,Ishita,Male,23,ME,5.3,71.0,47.0,68.0,72.0
S0602,Arjun,Female,18,Civil,2.7,82.0,59.0,77.0,78.0
S0603,Pallavi,Male,22,IT,7.2,95.0,91.0,70.0,49.0
S0604,Sourav,Female,22,IT,6.9,86.0,83.0,45.0,87.0
S0605,Sneha,Female,20,IT,2.7,63.0,56.0,63.0,79.0
S0606,Priya,Female,20,ME,7.6,58.0,57.0,88.0,76.0
S0607,Deb,Female,24,ECE,6.3,86.0,68.0,97.0,83.0
S0608,Ishita,Male,20,CSE,5.0,98.0,70.0,86.0,55.0
S0609,Puja,Male,21,ME,4.7,98.0,91.0,94.0,74.0
S0610,Riya,Male,19,ME,5.2,77.0,47.0,84.0,82.0
S0611,Diya,Male,20,CSE,4.7,85.0,90.0,93.0,48.0
S0612,Riya,Female,19,ECE,6.9,78.0,62.0,56.0,57.0
S0613,Arjun,Male,19,IT,6.0,94.0,98.0,44.0,49.0
S0614,Rahul,Male,22,ME,4.5,83.0,77.0,70.0,62.0
S0615,Aditya,Female,24,IT,6.0,73.0,69.0,86.0,48.0
S0616,Sneha,Female,21,ME,1.9,88.0,68.0,75.0,79.0
S0617,Puja,Male,18,ECE,6.9,58.0,49.0,96.0,75.0
S0618,Amit,Male,24,ECE,8.0,75.0,46.0,70.0,68.0
S0619,Deb,Female,20,IT,5.9,79.0,61.0,94.0,78.0
S0620,Aarav,Male,18,Civil,3.4,92.0,70.0,66.0,76.0
S0621,Pallavi,Male,23,CSE,5.0,95.0,44.0,86.0,49.0
S0622,Kunal,Male,18,IT,2.7,62.0,53.0,44.0,61.0
S0623,Kunal,Male,21,Civil,3.9,96.0,86.0,87.0,63.0
S0624,Priya,Male,18,ME,4.0,67.0,55.0,95.0,56.0
S0625,Aditya,Female,18,ECE,5.8,65.0,42.0,54.0,39.0
S0626,Rahul,Male,19,IT,6.4,58.0,73.0,96.0,96.0
S0627,Kunal,Female,18,ME,2.8,83.0,75.0,87.0,68.0
S0628,Sneha,Male,24,Civil,6.6,83.0,49.0,55.0,75.0
S0629,Puja,Male,19,CSE,2.0,93.0,65.0,43.0,42.0
S0630,Arjun,Female,18,IT,7.3,77.0,71.0,67.0,61.0
S0631,Tanya,Female,20,ME,1.4,79.0,70.0,70.0,70.0
S0632,Aarav,Female,21,ME,6.1,71.0,47.0,76.0,40.0
S0633,Ananya,Male,20,Civil,6.7,84.0,98.0,69.0,86.0
S0634,Neha,Male,23,IT,3.9,93.0,47.0,64.0,44.0
S0635,Puja,Female,18,ME,7.9,83.0,51.0,49.0,62.0
S0636,Rahul,Female,19,ME,7.5,80.0,69.0,58.0,59.0
S0637,Arjun,Female,18,Civil,4.0,66.0,75.0,50.0,40.0
S0638,Moumita,Female,19,Civil,1.4,86.0,66.0,86.0,38.0
S0639,Arjun,Female,19,IT,5.5,79.0,52.0,71.0,91.0
S0640,Tanya,Female,19,ME,5.9,88.0,80.0,90.0,94.0
S0641,Aditya,Male,18,IT,7.7,85.0,70.0,51.0,40.0
S0642,Amit,Male,19,ME,6.1,61.0,95.0,42.0,50.0
S0643,Neha,Female,18,ME,5.7,74.0,52.0,64.0,60.0
S0644,Deb,Male,22,ECE,1.1,55.0,44.0,82.0,90.0
S0645,Rohan,Male,20,CSE,7.0,82.0,87.0,64.0,53.0
S0646,Neha,Male,22,ECE,4.7,87.0,72.0,66.0,56.0
S0647,Rahul,Male,18,IT,2.0,80.0,55.0,93.0,82.0
S0648,Pallavi,Female,24,ECE,6.2,70.0,46.0,91.0,73.0
S0649,Ananya,Female,22,Civil,2.9,58.0,70.0,56.0,69.0
S0650,Sayan,Male,18,ME,1.7,81.0,66.0,71.0,81.0
S0651,Ishita,Male,24,IT,4.9,82.0,46.0,73.0,80.0
S0652,Deb,Female,23,CSE,1.6,75.0,70.0,73.0,91.0
S0653,Deb,Male,23,CSE,7.9,78.0,62.0,84.0,44.0
S0654,Rahul,Female,19,Civil,2.8,76.0,88.0,56.0,52.0
S0655,Diya,Female,22,IT,1.9,91.0,92.0,42.0,95.0
S0656,Puja,Female,21,ME,7.4,90.0,72.0,58.0,47.0
S0657,Ananya,Female,19,CSE,3.4,71.0,61.0,96.0,55.0
S0658,Kunal,Male,23,CSE,1.9,59.0,50.0,64.0,84.0
S0659,Kunal,Male,24,ME,1.1,99.0,52.0,95.0,88.0
S0660,Ishita,Female,24,ECE,1.6,55.0,73.0,44.0,83.0
S0661,Diya,Male,19,ECE,7.7,69.0,44.0,81.0,87.0
S0662,Deb,Female,18,ME,5.5,71.0,90.0,44.0,44.0
S0663,Diya,Female,22,IT,5.1,56.0,96.0,52.0,91.0
S0664,Vikram,Female,18,CSE,5.5,73.0,94.0,90.0,75.0
S0665,Sneha,Male,23,Civil,6.1,94.0,78.0,74.0,85.0
S0666,Kunal,Female,21,ME,2.6,58.0,67.0,43.0,86.0
S0667,Rohan,Female,20,Civil,7.3,97.0,90.0,86.0,46.0
S0668,Abhishek,Female,22,CSE,1.3,93.0,49.0,62.0,65.0
S0669,Aditya,Female,18,Civil,3.6,92.0,61.0,94.0,85.0
S0670,Moumita,Male,23,IT,2.5,96.0,69.0,58.0,42.0
S0671,Diya,Male,21,CSE,7.7,57.0,51.0,57.0,85.0
S0672,Nisha,Male,19,CSE,7.4,62.0,92.0,48.0,65.0
S0673,Deb,Female,23,IT,4.2,82.0,67.0,43.0,50.0
S0674,Nisha,Female,23,CSE,3.7,89.0,40.0,58.0,78.0
S0675,Sourav,Male,23,Civil,7.7,63.0,60.0,89.0,86.0
S0676,Abhishek,Male,21,IT,6.3,60.0,88.0,91.0,54.0
S0677,Puja,Male,23,Civil,3.1,77.0,94.0,83.0,62.0
S0678,Kunal,Female,21,Civil,3.6,68.0,91.0,92.0,81.0
S0679,Aditya,Male,23,ECE,3.4,59.0,94.0,67.0,80.0
S0680,Neha,Male,23,CSE,6.1,95.0,92.0,74.0,96.0
S0681,Amit,Female,23,Civil,4.5,62.0,46.0,63.0,71.0
S0682,Ishita,Female,18,IT,2.2,64.0,63.0,50.0,67.0
S0683,Sourav,Male,20,CSE,2.1,98.0,85.0,84.0,84.0
S0684,Sayan,Female,22,IT,3.1,62.0,59.0,86.0,75.0
S0685,Ishita,Male,20,IT,7.8,68.0,43.0,57.0,50.0
S0686,Aarav,Male,23,ECE,7.3,68.0,51.0,69.0,84.0
S0687,Neha,Female,23,Civil,4.1,78.0,69.0,80.0,69.0
S0688,Sourav,Male,21,Civil,5.9,62.0,48.0,55.0,84.0
S0689,Ishita,Male,18,ME,1.3,82.0,62.0,66.0,78.0
S0690,Sayan,Female,23,Civil,2.8,61.0,61.0,83.0,70.0
S0691,Deb,Male,20,Civil,5.3,68.0,71.0,96.0,59.0
S0692,Tanya,Female,22,ECE,6.0,63.0,94.0,59.0,82.0
S0693,Puja,Female,18,ME,1.8,57.0,97.0,47.0,45.0
S0694,Sneha,Male,22,ECE,6.7,62.0,58.0,85.0,79.0
S0695,Ananya,Female,23,ECE,2.7,99.0,80.0,69.0,45.0
S0696,Sourav,Female,23,IT,3.1,84.0,83.0,88.0,43.0
S0697,Aditya,Male,19,ECE,5.5,84.0,76.0,60.0,68.0
S0698,Sayan,Female,20,ME,4.5,82.0,84.0,45.0,79.0
S0699,Amit,Female,21,ECE,5.2,84.0,50.0,48.0,71.0
S0700,Neha,Female,19,Civil,7.8,59.0,63.0,44.0,87.0
S0701,Abhishek,Female,18,ME,2.0,73.0,81.0,79.0,65.0
S0702,Pallavi,Female,20,CSE,6.4,84.0,81.0,87.0,75.0
S0703,Sneha,Male,24,CSE,6.7,77.0,77.0,46.0,79.0
S0704,Riya,Male,23,CSE,1.6,65.0,61.0,76.0,93.0
S0705,Riya,Female,22,Civil,3.2,98.0,82.0,42.0,70.0
S0706,Aditya,Female,19,Civil,5.4,97.0,71.0,92.0,83.0
S0707,Vikram,Male,23,ECE,7.0,59.0,76.0,73.0,79.0
S0708,Sourav,Female,22,ME,7.1,96.0,54.0,88.0,91.0
S0709,Aditya,Female,20,ME,3.4,73.0,91.0,66.0,57.0
S0710,Sourav,Male,19,IT,3.2,87.0,66.0,78.0,46.0
S0711,Vikram,Female,19,IT,3.5,69.0,50.0,49.0,54.0
S0712,Puja,Female,23,IT,2.7,69.0,42.0,76.0,95.0
S0713,Amit,Female,18,ECE,1.6,68.0,80.0,82.0,45.0
S0714,Tanya,Male,20,Civil,3.9,91.0,76.0,75.0,87.0
S0715,Vikram,Male,19,Civil,3.9,98.0,57.0,90.0,45.0
S0716,Arjun,Female,18,CSE,3.9,73.0,40.0,65.0,41.0
S0717,Rohan,Male,21,IT,5.0,90.0,55.0,63.0,55.0
S0718,Aarav,Female,18,ECE,3.3,63.0,60.0,67.0,90.0
S0719,Sourav,Female,20,CSE,5.8,75.0,56.0,71.0,82.0
S0720,Tanya,Male,19,Civil,3.5,90.0,96.0,93.0,82.0
S0721,Vikram,Male,20,CSE,5.5,57.0,62.0,62.0,58.0
S0722,Puja,Female,19,ECE,5.9,63.0,62.0,67.0,68.0
S0723,Priya,Male,20,ECE,1.6,56.0,62.0,95.0,49.0
S0724,Puja,Male,21,IT,7.6,88.0,56.0,75.0,66.0
S0725,Priya,Female,20,ME,4.3,79.0,95.0,44.0,76.0
S0726,Puja,Male,23,CSE,6.0,95.0,47.0,69.0,60.0
S0727,Rahul,Female,22,ME,1.1,63.0,75.0,45.0,41.0
S0728,Rahul,Female,23,ECE,4.4,74.0,94.0,84.0,56.0
S0729,Rohan,Male,20,IT,2.9,84.0,86.0,91.0,54.0
S0730,Arjun,Male,24,Civil,2.5,72.0,72.0,79.0,78.0
S0731,Amit,Male,21,Civil,5.4,75.0,93.0,95.0,42.0
S0732,Sneha,Male,19,CSE,1.4,96.0,80.0,82.0,68.0
S0733,Pallavi,Female,23,Civil,5.1,88.0,41.0,64.0,66.0
S0734,Riya,Female,20,ME,1.2,55.0,53.0,92.0,55.0
S0735,Vikram,Female,23,CSE,6.9,57.0,70.0,50.0,61.0
S0736,Aarav,Male,24,CSE,6.8,95.0,41.0,89.0,64.0
S0737,Riya,Male,22,ME,2.6,61.0,53.0,90.0,74.0
S0738,Moumita,Female,19,ECE,4.3,76.0,57.0,43.0,63.0
S0739,Priya,Female,18,Civil,4.0,61.0,89.0,97.0,83.0
S0740,Kunal,Male,24,CSE,3.0,95.0,91.0,96.0,66.0
S0741,Moumita,Female,22,IT,1.4,59.0,42.0,76.0,43.0
S0742,Abhishek,Male,22,ME,2.0,64.0,49.0,67.0,60.0
S0743,Moumita,Male,23,IT,5.5,59.0,86.0,57.0,81.0
S0744,Amit,Male,21,IT,3.6,94.0,88.0,61.0,96.0
